% Etherscan Transactions Dataset
@RELATION etherscan_transactions

@ATTRIBUTE TransactionHash STRING
@ATTRIBUTE Method {transfer, 'claim multiple', prove, relay, 'process route with transfer value output', 'swap exact eth for tokens', 'revoke single nonce', pay, 0x415565b0, swap, approve, execute, 'execute meta txn', 'strictly swap and call', deposit, 'transfer erc20', 'deposit eth', 'stake start', 'swap exact tokens for tokens supporting fee on transfer tokens', 'propose block', 0x9871efa4, 0x3cac7222, 'swap exact eth for tokens supporting fee on transfer tokens', unoswap2, 'swap exact tokens for eth supporting fee on transfer tokens', 'claim withdrawals', 'exact input single', 'propose l2output', 'update fee bps', 'set approval for all', 'execute zero ex swap', send, 'all batch', 0x1a1da075, exit, 'fill order args', 'commit blob', 'add sequencer l2batch from blobs', 0x7042cbe0, 0xb257b7af, 'prove block', 0x01130705, 0x0938b20b, 0x5786c0f7, 0xe7690f6b, 'transfer from', stake, 'removes limits', 'exec transaction', claim, 'exact output single', 'this transaction includes data in the input data field which may indicate a message in utf-8', 'simple swap', withdraw, 'claim mint', 'buy with eth wert', 'call one inch', 'vote to bless', 'complete queued withdrawals', 'remove liquidity eth with permit', 0x02c28f23, register, 'execute f fs yo', unoswap, 'receive tokens', 'sigma sell', 'commit batch with blob proof', 0x8db69e5d, 'buy and burn', 'anchor dag cbor', 0x000001ad, 'bond withdrawal', 0x46e44847, 'claim multiple rewards', 0x0162e2d0, 'submit value', 0x6ac56d4e, 0x1d0a9fdf, 'swap exact tokens for tokens', 'fill v3relay', 0x988a81d9, 0x4ff8dad8, 0x02fff96e, 'permit redeem', 0x75713a08, 0x599a083b, 0x7c3d6159, 0xc9da3165, 0x041d6c61, 0x05f497df, 0x741143fb, 0x49c36c07, 'release tokens', 0x00000000, 'fulfill available advanced orders', 'sigma buy', 0x0918c2ea, 0x7f3e4206, 0x091e21ea, 'finalize withdrawal transaction external proof', 'execute batch deposit', 'on chain swaps', 'sequence batches', 0x0d5f0e3b, 'redeem with locked fee', 'deposit with expiry', 'transfer out', 'add sequencer l2batch from origin', 0x11858c7a, 'commit verification', unbond, 0xce2e62ff, 'transfer out and call', 0x04000104, 0x209178e8, 0x76e9bd59, 0x7c3daf68, 0x041d5ad1, 0x2d87b8a1, 'finalize blocks with proof', 0x2213bc0b, 'release max', 'add light client block', 'swap on uniswap v2fork', 0x60806040, 'flush forwarder tokens', 'claim in nf ts', transmit, 'swap tokens single v3erc20to native', 'swap simple mode', 'create order', 0x122067ed, sell, buy, 'send to injective', 'get rewards', 'claim tokens', 'disperse token', 0xca350aa6, 0x04394ff4, 0x8239e0a4, borrow, 'swap exact tokens for eth', 'finalize withdrawal', bridge, multicall, 'complete transfer', 'claim purchase', 'send multi sig', 0xc5c2d919, 'swap compact', 0xb270dfff, 'mooo z1089603480', 'send v1', 'delegate to', execute302, 'handle ops', 'eth unoswap', initiate, 0x8132b321, 0x45c20f61, 'bridge in', 0x2bad1d9e, aggregate, 'relay tokens', 'start bridge tokens via across', 'uniswap v3swap', 'verify batches trusted aggregator', 'claim amount', 'request exit', 0x7c3e4206, 0x041e21ea, 0xcba9bc66, 'smart swap by order id', 0x00000011, 'cooldown shares', 'open trading', 'transfer tokens', 'claim holding singleton', update, migrate, 0xa0000000, 0x2b667bae, 0x7131565e, 0x8650872b, 'open trade', 'match token order by admin_k44j', 'fulfill order', 0x84fa30a0, 0xa8f73d99, 0xdb661afa, unstake, 'execute batch', 'swap v2exact in', 'send multi sig token', 0xef61a6db, 'set max ca swap', 0x0400040a, 'batch issue', exchange, extend, 'bridge token', 'withdraw eth', 'finalize optimistic mint', 'batch transfer', 'complete cross chain request', 'withdraw and swap', forward, leave, 0x859b7571, 0x98b2165d, 'end stake', 0x46420690, 0x4121ea55, 'add liquidity eth', 'buy v2', 'remove liquidity eth with permit supporting fee on transfer tokens', 0x695b3fa9, 'request withdrawal with permit', 'set tax', 'set prices', 'send to aptos', 'swap by dln', 'release approve gas', 0xb7e62873, 'validate transaction proof v2', 'increase epoch', 'emergency withdraw', 'multi claim', 'safe transfer from', 0x9740318c, 'strictly swap and call dln', release, 0x3cd18ca0, 'set min swap', 0xedebffff, 'deposit coin', 'verify merkle', 'swap eth', executef$eb0i, 'transfer tokens with payload', 'fill quote eth to token', 'create salted order', 0x8012366b, 0x4a0ecd94, 0xbc4a02e4, 0x15944729, 0x270d1f9f, 0x57c7bbec, 0x68cdab9c, 'bridge eth to', 'verify fri', 'commit header range', 0x6082bbc7, 0x4dca6944, 'buy with eth', 'set max tx', 'swap and start bridge tokens via thor swap', 'sell to uniswap', 'swap exact amount in on uniswap v2', 0x2b953bed, 0x4cf3fe9c, 0xd4e4634a, 0xa0136443, 'swap tokens for exact tokens', 'swap eth for exact tokens', 'to amm', 'execute atomic', 0x4b9ead9e, 0xd1ef9249, 0x3eceac2c, 0x7c3a888c, 0x2b69034a, supply, 0x31025c04, exchange_underlying, 'swap titan x for volt and burn', 0x7f3e0590, 'delegate all', 'create retryable ticket', submit, permit, 'refinance auction by other', 'borrower refinance', 'claim usc rewards', 'fulfill advanced order', 'meta route', 0xd8d35ea4, 0x66e0daa0, 0x2b9582a9, 'take bid single', 0x038d41f6, 'fill otc order', 'create forwarder', 0x05000184, 'set automated market maker pair', 0x091e0e31, 0x7f3e5812, 0x28cf89f4, 'set fares', 'relay message with proof', 'swap exact amount in', renew, 'claim self bayc', 'claim self bakc', 'execute controller', 'cancel order', 'finalize deposit', 'sell token for token to uniswap v3', 'claim all', 'invalidate unordered nonces', undelegate, 'forward eth', 'harvest rewards', 'mint with titan x', 'update claim', 0xdbcd0278, 'sponsored call v2', 0xabbae307, 0xa090949a, 0x03b87e5f, 0x0301080a, 'match advanced orders', 'unoswap to', 'lock lp token', 'execute transaction', 'claim self mayc', 'confirm batch', 'update state', 'verify availability proof'}
@ATTRIBUTE BlockNumber NUMERIC
@ATTRIBUTE FromAddressEncoded NUMERIC
@ATTRIBUTE ToAddressEncoded NUMERIC
@ATTRIBUTE Value_ETH NUMERIC
@ATTRIBUTE TxnFee_ETH NUMERIC

@DATA
0x358ba6359c543f09099b2459d3a6b1b2e93428ab4424f876d4b983a879f2762c,transfer,0.2586206896812655,2376,1387,5.19751554951632e-06,0.000528704738864
0x786907badc69bcbfb66aa49b7175d05931bdf73eef7b583e0a7d288cd580b138,transfer,0.2586206896812655,2873,1387,5.19751554951632e-06,0.000528704738864
0x455fdca34b1c7a7240e18e14e671f0540b67370c55cb8f4be408a9595d88ac6d,'swap exact tokens for eth supporting fee on transfer tokens',0.2586206896812655,1304,1016,0.0,0.0284979611525492
0x6629fe4e3c64256fa0381b270ef2ffd1d5644968229a135411204c15b2dc163f,'swap exact tokens for eth supporting fee on transfer tokens',0.2586206896812655,2633,1016,0.0,0.0305211872961979
0x958b57d0a2c46724da01be548c186ff78a53d34ba57d0cde171f0ff93a6dbc40,approve,0.2586206896812655,27,515,0.0,0.0061140870669739
0x41b2baee36eccec5b0e9755a67fef88f73b2f9076ce1db1971648d7938446da4,approve,0.2586206896812655,2751,515,0.0,0.0061140870669739
0x7b978143192f465503c7dea3e1145aa5db94ea83ed1d825933bcec08ae412006,approve,0.2586206896812655,3068,515,0.0,0.0061140870669739
0x6d42edf40116c8f99c45153e50e803e2910b1ce492307264fed57e5352079112,'swap exact tokens for eth supporting fee on transfer tokens',0.2586206896812655,2850,1016,0.0,0.0319566395216506
0x6f28509e92ec757d4ff16d3085db1f6e0c5a97707db1ce2cd91dcf6b95bca399,'swap exact eth for tokens supporting fee on transfer tokens',0.2586206896812655,1950,1016,2.59875777475816e-05,0.0290959832175209
0xc834c46b61f524555f490eb7b3e83e02f8a27ff74475b310cd6242a38df31ba6,approve,0.2586206896812655,1858,515,0.0,0.0067862658606973
0x2ae4713ce1d9d328f50f02c88c21d285b72a7420cf3ebf15e2b2b0d4afad40d5,'swap exact tokens for eth supporting fee on transfer tokens',0.2586206896812655,50,1016,0.0,0.0816743137531339
0x8e1877b87fd1a4d62f765b1df77ad1c9e85251e889d1ff5fee2ec37559b99531,transfer,0.2413793103769421,1884,1326,3.355089478666587e-05,0.0022150942249486
0x4780613ba36a83f2182dd2877c3150123436b37e8a691fc977161e26e3424c98,approve,0.2413793103769421,3206,270,0.0,0.0051950275707173
0x861910ad2fc7736aaeb5e534aa142c7519a82c0c2b44e996cece3e98fc05689e,transfer,0.2413793103769421,2723,799,2.526469896892999e-05,0.0003451632768193
0xd73b963ad80c27329f3c464034578dd33b583e5fccec092987b0f82fc08adb76,transfer,0.2413793103769421,2723,155,4.543300057311106e-05,0.0003451632768193
0x485d53b11630800badbdc07c9b899fb4c83a90aac398a90d0d43380c21d4e024,'send v1',0.2413793103769421,16,273,0.0006441295012227,0.0663542595034303
0x0a00f8adbf6af2c41885f96e58eaa05e7402e907f9083446521770a0af0eb060,'exact input single',0.2413793103769421,2389,833,0.0,0.0261711336606714
0xadd49a81ab63a9086f74b5a7ec1d770d3fdab046b78a551b75e5a9642bd15d31,transfer,0.2413793103769421,1552,1702,0.0,0.0049933383487573
0x283f754a9891558804cd34e7e7f0023d046e857027e67af162137aea9a229bc9,approve,0.2413793103769421,1547,1085,0.0,0.0059429287822831
0x5b58ce722bb7a8ae575a454f660bc75e538f8badf5de443d775df67803347e5b,'delegate to',0.2413793103769421,794,445,0.0,0.0208550498561665
0x34d2131d55f6d42e70d0f9201b0dab59e4b80df34a89a794d5fc83f168d61ff3,execute302,0.2413793103769421,2959,189,0.0,0.0213601980909837
0xfa883af7d6142412f9f10fbddd0bb3593db0c106cefd8435b796129711d22873,'handle ops',0.2413793103769421,847,11,0.0,0.0432975661149581
0x66db3645217eea224d77bf1aa7c55de7923c6b07535b77226295fbf2ce83b3ff,transfer,0.2413793103769421,2958,1258,0.0,0.0079786804386576
0x394f228115fc79cb0e051d9e55510bb30e061ae44c45fd71c26a34262433146a,approve,0.2413793103769421,1174,513,0.0,0.005089628227837
0x998f11cadad72fc628470d027fedc2af86f0e8412876c0400fa5105adcd5f8af,execute,0.2413793103769421,109,495,2.079006219806528e-05,0.0263627170712276
0x0f4185ca0c79c9f2be53bff057a597f20591fd16a8387fa4800e4b3df7a33e5d,'bond withdrawal',0.2413793103769421,1408,1444,0.0,0.0178529121923839
0x43c76bd7d8a0b37c5591906c58755f33796ba2bd0aab5d1e748c77ec572cd7be,'eth unoswap',0.2413793103769421,431,145,0.0001559254664854,0.0189283270946553
0x22e69441a5dcd1480ea50b1c6adab7aa217229d01bf1d129bc456ce13064ae29,transfer,0.2413793103769421,1486,1183,1.460501869414086e-05,0.0003512836978103
0xd80731254b5af1fd2b34346fd719c35f304f808f10ca9a24aa420eeb86b07791,'remove liquidity eth with permit',0.2413793103769421,3051,1694,0.0,0.0421741130246757
0x9098aa374b615101e6baf242c36ac478a7f6910aea81cb07557a1a9dbe260060,'claim multiple',0.2413793103769421,1927,707,0.0,0.0208598180911246
0xa4872a458bba7c23ce31047f990d1ef029f237341bf77ef1d50b1c606e1e0c3e,transfer,0.2413793103769421,2100,1009,3.950111817632403e-06,0.000354130405248
0x76954bb38ea7fc403add2bc5e691a1c2d5136656057e4a767f14ca021f675934,approve,0.2413793103769421,1806,128,0.0,0.0052098304493933
0x2e996200b95c7ae43cd78cd00dcd5457931d0c8bb6f30b5b1858f3f56ecd33f8,transfer,0.2413793103769421,2533,170,0.0,0.0073360362346002
0xf1564d922ce440a64353253a645ad9984b412f1ecc39d256f3c7cb69ac5a0002,transfer,0.2413793103769421,2008,1936,0.0,0.0060472606098743
0xe92104f1140fb4e90338de977d6a57f57bd1edceb37afd669933eb0d632dce87,swap,0.2413793103769421,1193,146,5.938083552589153e-06,0.028228947299688
0xda1dfeaa76a7884a866d8e4497046aad76ac596feefa8786b3562d1bfe1144b9,transfer,0.2413793103769421,2772,1187,5.24421631820699e-05,0.0003586139694623
0x91a561048051f4673aed76c40c59fe0c3b320de9c6b351d79a50e5bcd751a615,transfer,0.2413793103769421,2326,526,0.0,0.0083438418352267
0x2f1dcf95d886e3ad87bb112643c5be1dcf7c048932108c6e48f10549b7d9008d,transfer,0.2413793103769421,1686,640,2.3105831883202036e-05,0.0060576510920218
0xad5e1bef84ed562dab23d6eb1032b8062a75b2a12da6e0dea0996d21e29ad06c,swap,0.2413793103769421,3184,145,5.19751554951632e-06,0.0100934282264279
0x3218fdc64c3af80d29984bd6755fda893c2840da611976a4cf40b065517b5863,transfer,0.2413793103769421,2864,1702,0.0,0.0081956707130952
0xaadc5296bf6e8e4d5e7bd7562e59179abf6c6969496b50f834195b6f83c74fa5,'eth unoswap',0.2413793103769421,1579,145,0.0010395031099032,0.0196304674841603
0xfb32a98dc342e3c84fcfbf10ff946cc2011e1e2db03a4681840ad93a7add6daf,transfer,0.2413793103769421,2341,1262,3.984623320881192e-06,0.0003586139694623
0xf74a99b47d515df861e2bc9b4c46b36f581394485a3ba87a3da39157c921f2da,transfer,0.2413793103769421,717,1720,6.990164650122246e-07,0.0003743420280555
0xa97a80dde9b71dd8945bd1a56c933c123caa28a54188305c6a999321b260a4a8,transfer,0.2413793103769421,2091,1769,5.315421189757097e-06,0.0004931208958929
0x2956d7df413eb1a2fec7bd719485466ddc4e565ef51d5c40cb5579b9d1a95469,0x9871efa4,0.2413793103769421,475,1864,0.0,0.0253792508191934
0x483c45896ae2a4932a3a42abfcfa86771c3eedaf644f42451a4a50ce8743e7b1,approve,0.2413793103769421,61,290,0.0,0.005508948233408
0x2d2e22e4691ea7c81ebfbe4ca44733c30d157d0c45a5645f0bc91f5fcc98d78a,transfer,0.2413793103769421,2196,1865,1.776951772043899e-05,0.0004931208958929
0x3ffeb8549eb9fd2186365ffe826f302eb4b64bd5b282b69c6fddefdda04a40bb,'commit blob',0.2413793103769421,2241,1958,0.0,0.0004931208958929
0xe0b3d58334e2b3a538d7061afa8e2731c9ad448502e1e3a106fdcb8070541f03,'propose l2output',0.2413793103769421,563,874,0.0,0.0143601445017162
0x88efdccfe94172447c73033a8aa080fc49f4ad447566970ef8cf706341a0b7d7,transfer,0.2413793103769421,2283,611,5.028447645212323e-05,0.0005847137077005
0xd54fd57d73cbb3be9fa61c18f6b939c5e281943af48800eb35301dc124fc8df1,0x60806040,0.2413793103769421,2582,129,0.0,0.1587153264806917
0x6255221c833d260f0a0f43ae990355d16f21d74469afba5c6bdfa4eade36de76,transfer,0.2413793103769421,439,1702,0.0,0.0090503946212601
0xb555c1e0c53081cb080c4e8a4c5b899ee62950fa43ef263cddf8897843d909aa,transfer,0.2413793103769421,439,1497,0.0001980513040267,0.0006425730363714
0xa0741a4eed057864b0fdeea51141abf8d8ba9f773549855755bcbe72e5e3d8b0,transfer,0.2413793103769421,1079,1702,0.0,0.0090479749199381
0x975001982b1a6f83ff0a6e0e92d9d4203c25ceae9338f588fe558974efdab3e4,transfer,0.2413793103769421,1079,543,3.893199022365199e-06,0.0006425730363714
0x69be586afede8818ce958bdac5397be60924004ea555b37acb9da677656bf269,transfer,0.2413793103769421,2156,605,0.0,0.0037362323442756
0x6623043c1bbb8aab5a289013bfb773faa6b69986ce846a99cdde886cde6c628b,transfer,0.2413793103769421,1961,84,1.191201956743887e-05,0.0006425730363714
0x3d582133872eb20471fa816ab990c4531b59b0e0f01193eba15ca470e6ff2f3a,transfer,0.2413793103769421,3147,1258,0.0,0.0054574939964719
0x7361d326556ea7decdd05ba14c8712fa6f3961726475e4fdd70f0e28e9926eae,transfer,0.2413793103769421,3147,144,0.0,0.0067415013862397
0xea5bcb887d7012665a1fa79e5547c66d679d75dd0d96ed390e5ed65be1b04d97,transfer,0.2758620689855888,656,1006,0.0,0.0094238826370844
0xde67e479813d318b3d29c9abe7977a1d792e6920d3124eaa7f01f8b3bb22f80b,'swap exact eth for tokens supporting fee on transfer tokens',0.2758620689855888,211,1016,8.835776434177745e-05,0.0275630312623275
0x8801fc84d05c105c133dac78b8403df723ea5227bd47ddc690fd0139fb2c5bf3,transfer,0.2758620689855888,1640,1945,0.0,0.0045237739569112
0x57acf7dcae60f1682630d9a5d9ade9fd86ebdad72ae79b9d57c5f7f64258b4b9,transfer,0.2758620689855888,1660,1702,0.0,0.0135375172199112
0x251bc4e51a311f6dbc176727807edd7e0e74ab47895c7a29982d2fb5d4f7c078,transfer,0.2758620689855888,2463,1702,0.0,0.0138195547592998
0xdfe20d0d00e96ad20e395fb9172dbea4a3e076c8954170fbbc84d1655916cda7,execute,0.2758620689855888,427,927,9.576936954023225e-07,0.0020334742904243
0xb0d450dd8f1ab53d3639204ddd4603bee793590cb6dc4158412918942b65e2a1,'swap exact tokens for tokens',0.2758620689855888,2594,971,0.0,0.0195124002931824
0x1d6a900c12dcc7809979ef0331be757a971f43a66ad2bd8723afda4be04d29a8,0x5786c0f7,0.2758620689855888,407,733,5.19751554951632e-07,0.0348072611820625
0x3743e59bf1813f21f83f8c95ff2d4b105cc5fd710967db9aba76b4be4c899bfb,'swap exact tokens for eth supporting fee on transfer tokens',0.2758620689855888,486,971,0.0,0.0413107066588258
0xea43e10f394df88a249086a64dc5f934fb0da5d4780af0a61b37974151ab503f,0x75713a08,0.2758620689855888,1556,397,0.0,0.1016456032852711
0xd4e885a2e715354458d3e8384a31cd9453d5a24e960c32823fa36573b18b1b7d,'swap exact eth for tokens supporting fee on transfer tokens',0.2758620689855888,1979,1016,5.19751554951632e-05,0.0662400353674932
0x486775b73d376908f66dafa724f8995eba0119d027bd827a7ca4575cde55e129,transfer,0.2586206896812655,1884,205,2.877571583716282e-05,0.0021570925609058
0xc8b0aca154505f9c420f536cb19d2c099e9143f5222166535af3bba8bfd5c64e,initiate,0.2586206896812655,2666,1637,0.0,0.0439192158516626
0x6be765b58e1a3573a664681e475beadb38b7a9043283c9277027ffe9d6d79cb7,transfer,0.2586206896812655,2914,106,1.0466850368895857e-05,0.0003060210495511
0x20d28b337bebe71cb38230896d17ae2b98ac60d4e1e6c5f047514a249d770d8f,relay,0.2586206896812655,2659,649,0.0,0.0319885938126386
0xa2bb067dc68f3c0ed8b06bb377d2b970de1908d40dfae229615947bf475445f3,transfer,0.2586206896812655,1781,1047,1.2156852695411276e-05,0.0003060210495511
0xed35e036eb69df646cef2187e0723b4af7d3a8740ddf60e54fe7b517aa20a142,transfer,0.2586206896812655,2881,28,2.02871469552332e-05,0.0003068038940965
0xabcc7e12a19799f50d958450c0cd0c9a643f66ee912fa2c723c12b5e335eb228,0x2213bc0b,0.2586206896812655,2020,3,1.974435845211144e-06,0.0237139269681476
0xec84661625da033a2f13f84515a57c860e27a4e91062938cf4a63ac3467ad1f3,transfer,0.2586206896812655,2374,1258,0.0,0.0047423299204395
0xd3343dfd542f3232161145baf85799c8fb1049201b4ab8dc9f70ec5fc23f1233,'claim multiple',0.2586206896812655,776,707,0.0,0.0206167804436323
0xdd0540b4455d94059a59ce485ec263329de545eebb25b2b81b3be1a2046459ee,transfer,0.2586206896812655,2142,1702,0.0,0.008064366332532
0x8c838ad0d4bb3adefe2d878e73dc55a8af4aa45588f0cbab3202fc99760fc696,transfer,0.2586206896812655,2864,1586,0.0001049059386732,0.0003194717421942
0xd88a139f14a69c7b9eca670b509efb05ddbb411e020d806574d29590a88939e2,execute,0.2586206896812655,3005,495,2.079006219806528e-05,0.0337327002920223
0x5b3ea58b2836e15cdcf13954f42f03172094e96057eb3813c632ebcb2f63f011,transfer,0.2586206896812655,203,683,0.0001217736671755,0.0003194717421942
0xcd40c1b127c8b3f2babdf20e11337997ab8f780705c1eec4e12c15039c59031a,transfer,0.2586206896812655,1439,606,0.0,0.0059434981237707
0x802233d2c5a5c101752f3651c24bf98e929c3e7811770f5dc788c771f1aa584a,transfer,0.2586206896812655,2558,194,5.1975155495163206e-08,0.0003194717421942
0xdec9a6e4e167c9d796ed4fe13f7f7481872a78620d948286189bf5eb2bafaac6,transfer,0.2586206896812655,1025,884,6.950512803994986e-06,0.0003194717421942
0x0b2089ece3a7b06ef0db988e78bd1a684185a0a49c298614f83fca598b388ee5,withdraw,0.2586206896812655,1780,1012,0.0,0.0351186198080593
0x39b15021631b4f0e2578bd7bff8ee77c69fd92072e5cbb82af848512e082a179,transfer,0.2586206896812655,559,647,2.592591962061769e-05,0.0003359114776468
0x574a723f03bd25078ce1f739e285d7bd63fcbed730b7ed52486cc79af562d335,transfer,0.2586206896812655,2283,1702,0.0,0.0081272785669048
0x261bd3c50a3ae2d6771ba1833a595beacd2d427d64901269c5e4e11248543585,transfer,0.2586206896812655,2283,1702,0.0,0.0049707781923137
0x152e400f68e68025ef9a375960444acf5bc5b199ae20b6f96ddef558bdb09665,transfer,0.2586206896812655,559,736,9.217118150045755e-06,0.0003359114776468
0xd22b238e7f284088706e23070effe7490db8899f29afad2195d0fe3ef6270928,transfer,0.2586206896812655,2573,766,3.6902820381692e-05,0.0003451632768193
0x7026a3acceedb1d58ca5f808f53d782531a380eaa9f7ffecda366cf53153f292,transfer,0.2586206896812655,2573,1751,0.0001510147841475,0.0003451632768193
0xbb160fd59ea67288df2ae929969a5d86c4549e9af2fe22c51491918c0849fa15,'buy and burn',0.2586206896812655,244,487,0.0,0.0708549039624103
0x37e188c0fa43b150a7c754862aab4035283be153a9a7650223c8d4b43e44f15f,transfer,0.2586206896812655,2163,1630,3.151846246419545e-05,0.0003743420280555
0xbd9169cec1e1bf73aecf2dd295cd65631cb6b3453cb87819ebcb0397d7a6eee2,transfer,0.2586206896812655,162,1688,0.0001769922444114,0.0004539786686248
0xda42a827417fa0957291aee55069e7f4bec79e43f9657c5abbf6347ec41004c7,transfer,0.2586206896812655,162,1447,0.0005864304819363,0.0004539786686248
0x213c41e37850fa17af88784a9868d7c731521975d397c1668e007477013ce6d9,transfer,0.2586206896812655,359,1441,3.9079046129852233e-05,0.0004539786686248
0x23c98a06b239a3f9c3b1c140d7b292dd7a12ef79e1f5031b30370001d4394400,transfer,0.2586206896812655,2141,22,1.751562740187e-05,0.0004539786686248
0xf4b9b7d3b4ae4ed634e86614167ac0911b1d08317d8b4caa87226471976948d8,transfer,0.2586206896812655,2319,46,0.0001952285125417,0.0004539786686248
0x3959418125a874be9568f2d2460ebe9127b6ec7c2150b952d2e7d352880aa631,transfer,0.2586206896812655,1879,998,0.0003638260884661,0.0004539786686248
0xf20c1e125b5ba6b000e63dc43c9495b5d6c56612265e515a88c3dbd6436f1e93,approve,0.2586206896812655,1414,515,0.0,0.0054419794409365
0x889d53d115edae613b32c4d07ade5f2c3774a6cc82c6eded424de25a352ec6d9,transfer,0.2586206896812655,2141,775,1.2474037318839169e-05,0.0004539786686248
0x79df98c88ef6edf42f68bec5989381dee235c5d112f2b594c8b78a0f6f2e089d,transfer,0.2586206896812655,5,1758,2.947511068130705e-07,0.0004947577526696
0xa737d5a45c2df1e84311ca85c26617f5516db6c0b038d5180201be1b0296294a,'claim multiple',0.2586206896812655,2519,707,0.0,0.0217618685104411
0xb3ca65e8f652c0888bb4e4e6379e3b461be89bd3e6484506a5a93178654c387d,0x8132b321,0.2586206896812655,2106,1417,0.0,0.0224171093949102
0x9b241c8e1b3bf02b5a1f5915ef2062eb98e033cf461aac918207f4cabddf0287,claim,0.2586206896812655,760,1783,0.0,0.0144382866208806
0xd1f7e5c51dfd563cefc25acf14e8917bca552c96dbedc6e21e59e6ae71f1c162,0x45c20f61,0.2586206896812655,2965,554,0.000913307432361,0.3024014610441253
0x43e3a9ae30cc3390cdba4e2bf0cfb5510ad5eff96cb69102a7fc555a8e4b41bd,transfer,0.2586206896812655,2810,1702,0.0,0.0044828525374945
0xbed9836586dc48a9baa34906db3b73d3f2a1157093ac3f190d25b623602afcca,swap,0.2758620689855888,1359,1078,0.0,0.0328959818084007
0xf5d433efed3a8c3754e2b20add3d5d8fbdaefcb24486480148329f7ab184ee31,approve,0.2758620689855888,1359,841,0.0,0.0051313324917991
0xdd91d41ec4fb7996c1ed1c87067923a423ebebc7ac7434795eb53db747a86e54,transfer,0.2758620689855888,3052,1702,0.0,0.0051772356492318
0x2b4abf5f89a378c64eb721b82f638f5e6e963a0f446a58b5f576d2da892c0372,'bridge in',0.2758620689855888,1762,1248,0.0,0.0238001110358236
0x412a62bae75010411ad2f333670e1cc8c15a8cf07e797899a205ba60b973d8f0,transfer,0.2758620689855888,2776,341,9.926007295844289e-06,0.0004360444117674
0x7d17e239086e54020483287d7c4ad3ef48af9f2860220a64190c63906b8db516,transfer,0.2758620689855888,50,1387,5.19751554951632e-06,0.0004360444117674
0x5af199807bee252f4c766f306da5912ac1d25d4c42b418f4c28d5dbbcb249eb3,transfer,0.2758620689855888,1304,1387,5.19751554951632e-06,0.0004360444117674
0x1d50de6e4da9eec4a50316fe2cecb80fd80fd3322b7ea9cbdd4f81312af2901b,transfer,0.2758620689855888,3145,1387,5.19751554951632e-06,0.0004360444117674
0x1750f0fc133f0ddf3deca286e696bbc15de8bcb797e0d62e62840f143a736dff,transfer,0.2758620689855888,2521,1021,0.0,0.012160493664617
0x99c68ac04e4184bdf579c71b5f98a2e7a6f9bcb39ae12d4329953371542a93b4,0x2bad1d9e,0.2758620689855888,2676,1664,0.0348233541817593,0.0286392290091444
0x54f4d6f6f404228278d03b68d42df17e748fdff0d5a4008218bc36b005d0d7b8,transfer,0.2758620689855888,1561,337,4.310929584098486e-06,0.0004603125926736
0x0216117628b18d97caea25daf0377054baa90fc0c6b2703e5319c9264e01712d,transfer,0.2758620689855888,2236,337,4.368519615641791e-06,0.0004603125926736
0x5c569c5be4e4011a9e52b0602e75a2b0b3b0a2fcd360d38fb5589de5b35a99a9,transfer,0.2758620689855888,559,1483,3.317834051033743e-06,0.0004931208958929
0xf6690054069e5bdb652ba6a5ce37c641158790c7b805d3152e29671891fc9080,transfer,0.2758620689855888,2181,1170,7.79627332427448e-05,0.0005246481807653
0x29cfdd02e33b9561c996c98ae3fadd8456a8e064ca653068e7d7261915f10620,transfer,0.2758620689855888,2805,1916,0.0,0.0050013091295829
0xac29934a33364986c359031c7d347fca80fda269b5b4178af6c01d689de1645b,transfer,0.2758620689855888,2894,615,0.0,0.0004947577526696
0x79a56acf768129451a250e2ebf29ef614b063a372384809b3dd425934b8056a3,transfer,0.2758620689855888,538,1702,0.0,0.0053546566902855
0xee095af1913b39bba8f6e349526d2f7a606db01ba53029625337e41016fd9b9c,transfer,0.2758620689855888,439,1879,4.076468618156695e-06,0.0005107704820066
0xeb821ee33647317073e04e1959fc840170b887841070ce9f3e42cce278a4b4f0,transfer,0.2758620689855888,3147,1702,0.0,0.0053523793243354
0x6622fce074048c23b9058b84899fb8ebcbdd1e6a3950304641c415c16753584e,'swap exact eth for tokens supporting fee on transfer tokens',0.2758620689855888,374,971,2.59875777475816e-05,0.0239289957150647
0x1ddf9acafe9840a3eb6989ec3b801b97a3454de1397df2771f6ed6d240d5ee5e,transfer,0.2758620689855888,1079,1495,3.6123902510137065e-05,0.0005107704820066
0xf1797302bacabab9eb1b3ae5f276c6515af438e39a651270cf409095416e23f2,transfer,0.2758620689855888,2628,1702,0.0,0.0086512150708107
0xc26874e6d6615e589f3eef1b6b2c3af687d1e4c38934bb9152139fc0d663e59f,transfer,0.2758620689855888,1882,243,0.0001159887164643,0.0005107704820066
0xb764ca527b07df113f8dff25774b3d564e9967ee758ae4d910c1502365327b04,transfer,0.2758620689855888,2982,1702,0.0,0.0053546566902855
0xc8b5a76528d18bb4ff61419fd48705f2a4c51224e34bb06c8caa282d0c1dca8d,transfer,0.2758620689855888,3110,1702,0.0,0.0053546566902855
0x392702d4e71c5b44c4cff75bee8bbc58c7502d518ba0a68ba2ce90cc89371270,transfer,0.2758620689855888,3110,1082,0.0001697545480832,0.0005107704820066
0x42b71aad67cd125560625149865ee21ea7b5dc016d7124380daed4c1955ff0e5,transfer,0.2758620689855888,2295,896,0.0001219621337671,0.0005107704820066
